tender_id,tender_date,category,region,procurement_method,vendor_id,bidder_ids,num_bidders,tender_value,estimated_market_value,bid_amount,bid_rank,award_value,final_contract_value,contract_duration_months,bids,is_anomaly,anomaly_types,previous_participations,previous_wins,vendor_win_rate,post_award_change_pct,bid_to_tender_ratio,bid_to_market_ratio
T06662,2023-01-23,Medical Supplies,Central,open,V0095,V0085|V0095|V0101|V0155|V0179|V0351|V0383,7,59.29,63.71,52.73,1,53.5,53.75,19,V0085:53.71|V0095:52.73|V0101:62.18|V0155:59.50|V0179:55.29|V0351:61.12|V0383:53.30,0,,58,13,0.22413793103448276,0.46728971962616817,0.8893573958509023,0.8276565688274995
T07308,2023-01-23,Transport,West,open,V0212,V0156|V0207|V0212|V0255,4,1049.7,981.98,938.83,1,946.0,984.87,26,V0156:1013.23|V0207:999.83|V0212:938.83|V0255:1030.64,0,,76,15,0.19736842105263158,4.1088794926004235,0.8943793464799467,0.9560581681907983
T08690,2023-01-23,IT Services,West,open,V0132,V0015|V0132|V0193|V0325|V0338,5,353.52,344.56,330.27,1,334.23,352.35,18,V0015:368.48|V0132:330.27|V0193:355.77|V0325:356.05|V0338:334.43,0,,62,18,0.2903225806451613,5.42141638991114,0.9342328581126952,0.9585268168098444
T09176,2023-01-23,Construction,West,open,V0307,V0040|V0185|V0234|V0240|V0294|V0307|V0323|V0330,8,4661.09,4633.52,4169.89,1,4165.62,4314.53,10,V0040:4661.22|V0185:4212.15|V0234:4364.87|V0240:4351.27|V0294:4550.17|V0307:4169.89|V0323:4655.71|V0330:4213.70,0,,76,20,0.2631578947368421,3.5747379741791105,0.8946169243674763,0.8999400024171688
T09505,2023-01-23,Consulting,South,open,V0241,V0068|V0093|V0161|V0189|V0241|V0312,6,45.47,47.56,42.25,1,42.51,42.63,23,V0068:47.38|V0093:43.45|V0161:46.58|V0189:43.99|V0241:42.25|V0312:42.81,0,,69,11,0.15942028985507245,0.28228652081864164,0.9291840774136794,0.8883515559293523
T09712,2023-01-23,Transport,Central,open,V0233,V0046|V0064|V0179|V0227|V0233|V0304,6,358.05,371.16,320.67,1,324.01,324.29,12,V0046:366.86|V0064:346.04|V0179:340.46|V0227:355.82|V0233:320.67|V0304:320.72,0,,69,12,0.17391304347826086,0.08641708589241985,0.8956011730205279,0.8639670223084384
T00469,2023-01-24,Construction,North,restricted,V0397,V0297|V0380|V0384|V0397,4,2560.14,2675.53,2375.55,1,2377.2,2360.76,28,V0297:2525.00|V0380:2570.09|V0384:2464.49|V0397:2375.55,0,,50,11,0.22,-0.6915699141847383,0.9278984743021867,0.8878801583237713
T00758,2023-01-24,Consulting,West,negotiated,V0328,V0036|V0312|V0328|V0377,4,218.75,215.69,199.16,1,201.14,201.06,22,V0036:225.98|V0312:229.67|V0328:199.16|V0377:223.21,0,,68,23,0.3382352941176471,-0.03977329223425678,0.9104457142857143,0.9233622328341601
T01393,2023-01-24,Consulting,Central,restricted,V0362,V0328|V0340|V0362|V0382,4,121.38,117.68,115.42,1,114.61,121.61,24,V0328:117.07|V0340:122.23|V0362:115.42|V0382:125.64,0,,67,16,0.23880597014925373,6.107669487828287,0.9508980062613281,0.9807953772943575
T01407,2023-01-24,Transport,South,open,V0138,V0138|V0148|V0295|V0314|V0363,5,707.69,744.44,635.56,1,635.98,629.6,32,V0138:635.56|V0148:651.43|V0295:731.11|V0314:649.98|V0363:662.15,0,,64,18,0.28125,-1.0031762005094491,0.898076841554918,0.85374241040245
T01817,2023-01-24,IT Services,East,open,V0114,V0043|V0114|V0248,3,204.33,198.25,189.59,1,189.51,197.75,23,V0043:207.28|V0114:189.59|V0248:211.66,0,,67,9,0.13432835820895522,4.3480555115825075,0.9278617921988939,0.9563177805800757
T02296,2023-01-24,Construction,Central,restricted,V0086,V0086|V0117|V0185|V0317,4,2165.35,2024.89,1919.64,1,1952.01,2029.69,7,V0086:1919.64|V0117:2093.22|V0185:2112.90|V0317:2025.98,0,,75,16,0.21333333333333335,3.9794878100009763,0.8865264275983098,0.9480218678545501
T02577,2023-01-24,Medical Supplies,North,open,V0103,V0028|V0060|V0102|V0103|V0120|V0168|V0350,7,78.65,76.15,71.44,1,72.4,71.39,31,V0028:79.49|V0060:74.68|V0102:78.10|V0103:71.44|V0120:75.76|V0168:77.52|V0350:81.64,0,,62,18,0.2903225806451613,-1.3950276243093993,0.9083280356007628,0.9381483913328955
T02697,2023-01-24,Transport,East,negotiated,V0335,V0065|V0318|V0335,3,1385.14,1350.21,1235.64,1,1234.76,1675.44,10,V0065:1273.67|V0318:1273.79|V0335:1235.64,1,post_award_change,47,12,0.2553191489361702,35.689526709643985,0.8920686717588114,0.9151465327615704
T03072,2023-01-24,Medical Supplies,Central,negotiated,V0388,V0261|V0388,2,342.44,326.49,333.85,1,332.73,344.64,27,V0261:346.04|V0388:333.85,0,,65,14,0.2153846153846154,3.579478856730673,0.9749153136315851,1.0225428037612179
T03818,2023-01-24,Medical Supplies,West,restricted,V0244,V0234|V0244|V0247,3,278.8,285.45,279.03,1,278.6,277.12,34,V0234:288.04|V0244:279.03|V0247:285.03,0,,52,12,0.23076923076923078,-0.5312275664034523,1.0008249641319942,0.9775091960063058
T04204,2023-01-24,IT Services,Central,restricted,V0083,V0083|V0101|V0192,3,265.17,268.81,263.27,1,266.11,262.52,32,V0083:263.27|V0101:276.13|V0192:266.85,0,,65,16,0.24615384615384617,-1.349066175641664,0.9928347852321151,0.9793906476693575
T04305,2023-01-24,Consulting,Central,restricted,V0344,V0028|V0268|V0344,3,39.89,38.86,38.85,1,38.5,40.78,6,V0028:41.60|V0268:41.00|V0344:38.85,0,,61,12,0.19672131147540983,5.922077922077925,0.9739283028327902,0.9997426659804427
T06877,2023-01-24,Transport,West,open,V0295,V0049|V0051|V0062|V0098|V0295|V0332|V0349,7,1295.39,1272.96,1144.7,1,1167.49,1149.83,19,V0049:1289.59|V0051:1208.04|V0062:1321.45|V0098:1322.67|V0295:1144.70|V0332:1205.73|V0349:1292.78,0,,48,16,0.3333333333333333,-1.512646789265868,0.8836720987501833,0.8992427099044746
T08824,2023-01-24,Construction,Central,restricted,V0149,V0035|V0149|V0232,3,1680.66,1798.85,1515.74,1,1526.04,1532.67,17,V0035:1697.02|V0149:1515.74|V0232:1570.87,0,,58,10,0.1724137931034483,0.4344578123771401,0.9018718836647507,0.8426161158517943
T00135,2023-01-25,Consulting,East,open,V0034,V0024|V0034|V0079|V0113|V0142|V0241|V0320|V0375,8,225.89,216.61,199.96,1,199.46,206.52,22,V0024:235.08|V0034:199.96|V0079:225.72|V0113:225.13|V0142:203.89|V0241:221.40|V0320:211.82|V0375:228.78,0,,43,13,0.3023255813953488,3.5395568033690976,0.8852096152994822,0.9231337426711601
T00141,2023-01-25,Construction,South,open,V0169,V0094|V0154|V0169|V0271|V0371|V0388,6,4736.79,4860.09,4281.91,1,4352.76,4287.89,30,V0094:4871.67|V0154:4961.36|V0169:4281.91|V0271:4957.84|V0371:4893.50|V0388:4499.28,0,,60,10,0.16666666666666666,-1.4903187862413707,0.9039687214337135,0.8810351248639428
T00353,2023-01-25,Medical Supplies,North,open,V0253,V0012|V0104|V0153|V0171|V0246|V0253,6,753.84,754.04,665.51,1,673.54,668.16,31,V0012:684.59|V0104:675.93|V0153:685.73|V0171:746.38|V0246:741.65|V0253:665.51,0,,66,12,0.18181818181818182,-0.7987647355762086,0.8828265945028122,0.8825924354145669
T00525,2023-01-25,Medical Supplies,West,open,V0270,V0014|V0175|V0270|V0309|V0337|V0343|V0377,7,74.79,78.27,67.81,1,69.02,69.06,24,V0014:73.81|V0175:78.20|V0270:67.81|V0309:70.77|V0337:75.37|V0343:68.70|V0377:76.41,0,,50,9,0.18,0.05795421616923538,0.9066720149752641,0.8663600357736042
T01110,2023-01-25,Medical Supplies,South,open,V0334,V0047|V0301|V0326|V0334|V0351|V0378,6,761.96,702.67,701.07,1,709.89,708.02,31,V0047:778.40|V0301:742.33|V0326:753.38|V0334:701.07|V0351:766.97|V0378:724.41,0,,73,10,0.136986301369863,-0.2634210934088386,0.9200876686440234,0.9977229709536484
T03024,2023-01-25,IT Services,South,restricted,V0005,V0002|V0003|V0004|V0005,4,53.26,50.96,48.6,1,48.6,48.86,25,V0002:49.73|V0003:49.51|V0004:51.99|V0005:48.60,1,repeated_co_bidders,120,32,0.26666666666666666,0.5349794238683087,0.9125046939541871,0.9536891679748822
T03302,2023-01-25,IT Services,South,open,V0387,V0139|V0163|V0226|V0271|V0282|V0387,6,172.27,171.67,156.87,1,157.82,166.04,33,V0139:179.94|V0163:176.84|V0226:158.53|V0271:169.25|V0282:175.31|V0387:156.87,0,,69,16,0.2318840579710145,5.208465340261056,0.9106054449410809,0.9137880817848199
T03619,2023-01-25,Consulting,North,negotiated,V0256,V0256|V0391,2,176.97,168.86,155.89,1,154.66,154.89,24,V0256:155.89|V0391:180.91,0,,62,6,0.0967741935483871,0.14871330660803683,0.8808837656099904,0.9231908089541631
T04285,2023-01-25,Transport,North,restricted,V0251,V0251|V0291|V0367,3,708.84,707.37,625.37,1,626.48,800.7,32,V0251:625.37|V0291:686.89|V0367:634.01,1,post_award_change,53,14,0.2641509433962264,27.809347465202407,0.8822442300095931,0.8840776397076494
T04397,2023-01-25,Consulting,Central,restricted,V0097,V0097|V0141,2,216.63,206.88,196.55,1,199.98,205.07,9,V0097:196.55|V0141:202.33,0,,77,16,0.2077922077922078,2.545254525452547,0.9073073904814661,0.9500676720804332
T04626,2023-01-25,IT Services,Central,negotiated,V0368,V0200|V0274|V0368,3,275.14,284.25,270.7,1,274.44,296.17,32,V0200:282.69|V0274:284.59|V0368:270.70,0,,48,8,0.16666666666666666,7.917941990963423,0.9838627607763321,0.9523306948109058
T04815,2023-01-25,IT Services,South,open,V0001,V0001|V0143|V0235|V0244,4,475.25,442.81,421.36,1,421.36,435.59,30,V0001:421.36|V0143:425.00|V0235:426.61|V0244:427.63,1,high_win_rate,119,95,0.7983193277310925,3.3771596734383804,0.8866070489216202,0.9515593595447257
T05356,2023-01-25,Construction,West,open,V0294,V0098|V0172|V0212|V0286|V0294|V0307|V0372,7,2628.62,2720.81,2321.06,1,2331.68,2300.91,31,V0098:2598.76|V0172:2466.19|V0212:2714.34|V0286:2548.59|V0294:2321.06|V0307:2493.81|V0372:2634.02,0,,63,9,0.14285714285714285,-1.3196493515405194,0.8829956402979511,0.8530768410877643
T07398,2023-01-25,Construction,East,open,V0006,V0006|V0007|V0008,3,388.21,382.14,381.21,1,381.21,382.71,22,V0006:381.21|V0007:388.19|V0008:395.18,1,similar_bidding,114,38,0.3333333333333333,0.3934839065082238,0.9819685221915974,0.9975663369445753
T07780,2023-01-25,Transport,North,restricted,V0221,V0221|V0251|V0279,3,1163.63,1234.23,1052.06,1,1054.28,1114.23,25,V0221:1052.06|V0251:1165.08|V0279:1169.13,0,,66,13,0.19696969696969696,5.686345183442733,0.9041190069008188,0.852401902400687
T08067,2023-01-25,Medical Supplies,South,open,V0169,V0044|V0060|V0169|V0370,4,757.22,727.91,694.12,1,692.38,717.43,19,V0044:779.79|V0060:757.77|V0169:694.12|V0370:735.74,0,,60,10,0.16666666666666666,3.617955457985493,0.916668867700272,0.9535794260279431
T09451,2023-01-25,Transport,West,open,V0167,V0016|V0167|V0203,3,1850.52,1946.45,1663.35,1,1660.57,1646.96,25,V0016:1770.98|V0167:1663.35|V0203:1704.75,0,,62,19,0.3064516129032258,-0.8195980898125282,0.8988554568445626,0.8545557296616917
T00701,2023-01-26,Consulting,Central,restricted,V0358,V0257|V0264|V0358,3,223.18,228.39,200.3,1,202.18,209.37,22,V0257:232.41|V0264:218.50|V0358:200.30,0,,81,19,0.2345679012345679,3.5562370165199315,0.8974818532126535,0.8770086255965673
T01566,2023-01-26,Transport,West,open,V0283,V0236|V0253|V0283|V0312|V0318|V0378|V0395,7,1056.39,997.55,965.9,1,958.44,963.76,32,V0236:1103.65|V0253:1079.02|V0283:965.90|V0312:1082.88|V0318:1039.82|V0378:1105.85|V0395:1106.03,0,,54,15,0.2777777777777778,0.5550686532281557,0.914340347788222,0.968272267054283
T01594,2023-01-26,Medical Supplies,South,restricted,V0305,V0155|V0260|V0305|V0338,4,544.49,578.77,522.92,1,523.97,517.17,30,V0155:567.40|V0260:562.68|V0305:522.92|V0338:548.74,0,,63,11,0.1746031746031746,-1.297784224287663,0.9603849473819537,0.9035022547816922
T06080,2023-01-26,Construction,East,restricted,V0057,V0057|V0174|V0186|V0228,4,4661.43,4691.62,4300.19,1,4363.7,4516.64,34,V0057:4300.19|V0174:4781.48|V0186:4403.27|V0228:4378.91,0,,68,16,0.23529411764705882,3.5048238879849785,0.9225044675131878,0.916568264266927
T07634,2023-01-26,Construction,West,open,V0275,V0060|V0105|V0106|V0275|V0307|V0369|V0396,7,4589.65,4258.58,4158.97,1,4166.53,4396.47,33,V0060:4302.30|V0105:4813.30|V0106:4575.04|V0275:4158.97|V0307:4699.70|V0369:4789.41|V0396:4693.39,0,,53,14,0.2641509433962264,5.518741014705295,0.9061627792968964,0.97660957408338
T08845,2023-01-26,Consulting,North,open,V0221,V0221|V0312|V0322,3,85.89,84.12,132.14,1,132.14,132.38,28,V0221:132.14|V0312:136.10|V0322:140.07,1,price_deviation,67,14,0.208955223880597,0.1816255486605185,1.5384794504598904,1.5708511650023773
T00436,2023-01-27,Consulting,North,open,V0344,V0010|V0104|V0140|V0268|V0344|V0381,6,217.19,217.42,194.96,1,195.35,202.22,27,V0010:198.61|V0104:218.73|V0140:210.06|V0268:209.93|V0344:194.96|V0381:203.22,0,,62,13,0.20967741935483872,3.5167647811620193,0.8976472213269489,0.8966976359120596
T00722,2023-01-27,IT Services,South,negotiated,V0113,V0113|V0188,2,162.03,149.58,144.47,1,146.45,155.61,18,V0113:144.47|V0188:157.67,0,,52,9,0.17307692307692307,6.254694434960754,0.8916250077146207,0.9658376788340687
T01466,2023-01-27,Medical Supplies,South,restricted,V0191,V0053|V0169|V0191|V0211,4,505.36,542.98,445.67,1,448.28,465.97,31,V0053:477.66|V0169:518.62|V0191:445.67|V0211:484.12,0,,67,15,0.22388059701492538,3.946194342821463,0.8818861801488048,0.8207852959593355
T02897,2023-01-27,Construction,Central,restricted,V0337,V0021|V0337,2,4726.42,4565.92,4510.17,1,4523.6,4829.88,7,V0021:4533.48|V0337:4510.17,0,,70,11,0.15714285714285714,6.770713590945259,0.9542465544746341,0.9877899744191752
T04509,2023-01-27,Consulting,South,restricted,V0210,V0105|V0210|V0211|V0303,4,180.92,180.52,163.91,1,162.58,169.96,34,V0105:170.66|V0210:163.91|V0211:183.46|V0303:185.42,0,,62,20,0.3225806451612903,4.53930372739574,0.9059805438868008,0.9079880345668069
T05915,2023-01-27,Medical Supplies,West,open,V0160,V0012|V0045|V0049|V0123|V0160|V0175|V0324|V0342,8,379.86,405.98,339.87,1,344.65,346.2,28,V0012:382.05|V0045:371.94|V0049:370.15|V0123:391.22|V0160:339.87|V0175:394.42|V0324:393.56|V0342:389.50,0,,56,9,0.16071428571428573,0.4497316117800701,0.8947243721371031,0.837159465983546
T06119,2023-01-27,Transport,South,open,V0342,V0133|V0187|V0339|V0342,4,1451.23,1378.59,1346.7,1,1347.19,1992.45,7,V0133:1473.68|V0187:1509.87|V0339:1428.51|V0342:1346.70,1,post_award_change,68,13,0.19117647058823528,47.896733200216744,0.9279714449122469,0.9768676691402086
T06654,2023-01-27,Medical Supplies,West,open,V0334,V0050|V0238|V0334|V0337|V0394,5,275.08,274.74,251.14,1,253.95,253.39,10,V0050:282.04|V0238:286.13|V0334:251.14|V0337:257.15|V0394:266.68,0,,74,11,0.14864864864864866,-0.22051584957668924,0.9129707721390141,0.9141006042076144
T07138,2023-01-27,Construction,West,open,V0114,V0021|V0114|V0341|V0388,4,2052.62,1896.37,1855.23,1,1849.25,1816.78,28,V0021:2055.75|V0114:1855.23|V0341:1864.97|V0388:2046.03,0,,68,10,0.14705882352941177,-1.7558469649858066,0.9038350985569663,0.978305921312824
T07754,2023-01-27,IT Services,Central,open,V0200,V0019|V0082|V0150|V0200|V0244|V0304|V0313|V0355,8,180.49,192.15,165.29,1,166.11,233.09,20,V0019:176.67|V0082:166.60|V0150:177.06|V0200:165.29|V0244:168.23|V0304:168.09|V0313:169.22|V0355:179.38,1,post_award_change,61,11,0.18032786885245902,40.322677743663824,0.9157848080226051,0.8602133749674733
T01696,2023-01-28,Consulting,North,restricted,V0036,V0036|V0399,2,232.65,219.48,207.38,1,207.92,211.11,34,V0036:207.38|V0399:243.24,0,,59,17,0.288135593220339,1.534243939976927,0.8913819041478616,0.9448696919992711
T02145,2023-01-28,Construction,Central,open,V0302,V0037|V0064|V0198|V0245|V0302,5,4320.01,4395.34,3860.18,1,3930.35,3947.27,29,V0037:4023.50|V0064:4447.86|V0198:3934.91|V0245:4139.86|V0302:3860.18,0,,68,12,0.17647058823529413,0.43049601180556624,0.8935581167636185,0.8782437763631482
T03280,2023-01-28,Consulting,South,open,V0226,V0036|V0052|V0077|V0139|V0226|V0234|V0372|V0384,8,178.98,187.51,158.2,1,158.0,167.59,27,V0036:173.51|V0052:171.78|V0077:165.60|V0139:179.30|V0226:158.20|V0234:166.34|V0372:179.66|V0384:165.77,0,,55,15,0.2727272727272727,6.069620253164559,0.8838976421946586,0.8436883366220468
T03628,2023-01-28,Medical Supplies,South,restricted,V0373,V0333|V0373,2,649.97,676.47,628.53,1,634.0,654.13,11,V0333:655.69|V0373:628.53,0,,52,13,0.25,3.1750788643533117,0.9670138621782542,0.9291321122887932
T03712,2023-01-28,Transport,Central,restricted,V0348,V0146|V0348,2,1232.24,1223.18,1163.59,1,1185.57,1249.88,9,V0146:1199.60|V0348:1163.59,0,,54,11,0.2037037037037037,5.4243950167430155,0.9442884503018891,0.9512827220850568
T03861,2023-01-28,Construction,Central,open,V0063,V0063|V0084|V0200,3,3938.09,4072.43,3570.19,1,3561.64,3784.78,33,V0063:3570.19|V0084:4049.70|V0200:3669.46,0,,68,14,0.20588235294117646,6.265091362406092,0.9065790776747104,0.8766731410975757
T04117,2023-01-28,Medical Supplies,West,open,V0250,V0250|V0364|V0391,3,639.84,677.05,571.66,1,580.35,613.13,15,V0250:571.66|V0364:572.56|V0391:578.79,0,,66,12,0.18181818181818182,5.648315671577491,0.8934421105276318,0.8443394136326712
T04559,2023-01-28,IT Services,Central,negotiated,V0388,V0135|V0388,2,213.13,218.1,195.07,1,195.45,197.76,31,V0135:202.22|V0388:195.07,0,,68,15,0.22058823529411764,1.18188795088258,0.9152629850326092,0.8944062356717102
T05201,2023-01-28,IT Services,East,open,V0018,V0018|V0066|V0071|V0081|V0205|V0338,6,438.13,470.24,387.19,1,384.58,399.8,10,V0018:387.19|V0066:448.13|V0071:420.17|V0081:411.85|V0205:434.99|V0338:441.35,0,,41,7,0.17073170731707318,3.9575640958968297,0.883733138566179,0.8233880571623001
T06446,2023-01-28,Construction,Central,open,V0107,V0107|V0149|V0208|V0232|V0299|V0324|V0369,7,3763.14,3955.96,3332.36,1,3364.23,3467.98,35,V0107:3332.36|V0149:3867.83|V0208:3709.41|V0232:3795.79|V0299:3699.38|V0324:3437.74|V0369:3570.72,0,,77,20,0.2597402597402597,3.083915190102936,0.8855264486572384,0.8423644324007321
T07104,2023-01-28,Consulting,North,open,V0202,V0033|V0046|V0117|V0202|V0328|V0329|V0375,7,80.53,74.98,72.01,1,72.05,73.3,16,V0033:82.05|V0046:76.46|V0117:75.43|V0202:72.01|V0328:77.80|V0329:76.13|V0375:72.01,0,,66,17,0.25757575757575757,1.7349063150589867,0.8942009189122067,0.9603894371832489
T07217,2023-01-28,Consulting,South,open,V0228,V0080|V0095|V0228|V0321|V0327|V0343,6,231.63,237.02,205.14,1,205.95,215.71,7,V0080:209.31|V0095:212.85|V0228:205.14|V0321:213.57|V0327:222.38|V0343:225.33,0,,63,13,0.20634920634920634,4.7390143238650255,0.8856365755731123,0.8654965825668719
T07278,2023-01-28,Medical Supplies,East,open,V0089,V0012|V0029|V0089|V0330,4,685.4,648.05,621.34,1,627.95,640.77,17,V0012:695.53|V0029:671.95|V0089:621.34|V0330:633.26,0,,61,14,0.22950819672131148,2.0415638187753697,0.9065363291508609,0.9587840444410155
T07489,2023-01-28,Medical Supplies,South,open,V0124,V0029|V0044|V0124|V0197|V0261|V0289,6,344.8,355.73,318.08,1,319.99,323.32,34,V0029:323.87|V0044:351.71|V0124:318.08|V0197:327.69|V0261:323.38|V0289:331.77,0,,60,16,0.26666666666666666,1.0406575205475121,0.9225058004640371,0.8941613021111516
T07581,2023-01-28,IT Services,Central,open,V0254,V0054|V0061|V0087|V0254|V0255|V0339|V0347|V0355,8,223.72,219.0,204.27,1,207.89,217.95,29,V0054:222.36|V0061:208.36|V0087:229.19|V0254:204.27|V0255:215.05|V0339:229.05|V0347:216.32|V0355:224.85,0,,59,16,0.2711864406779661,4.839097599692146,0.9130609690684786,0.9327397260273973
T08333,2023-01-28,Consulting,North,open,V0010,V0010|V0221|V0256|V0258|V0375,5,97.8,98.95,155.74,1,155.74,155.95,6,V0010:155.74|V0221:160.41|V0256:165.08|V0258:169.76|V0375:174.43,1,price_deviation,78,17,0.21794871794871795,0.13484011814561417,1.592433537832311,1.5739262253663466
T09698,2023-01-28,IT Services,West,open,V0005,V0002|V0003|V0004|V0005,4,74.48,78.22,71.71,1,71.71,73.5,11,V0002:73.30|V0003:73.33|V0004:71.82|V0005:71.71,1,repeated_co_bidders,121,33,0.2727272727272727,2.4961651094687025,0.9628088077336197,0.9167732037841984
T09824,2023-01-28,Consulting,South,open,V0052,V0052|V0080|V0391,3,295.0,293.65,288.35,1,293.95,309.92,6,V0052:288.35|V0080:298.14|V0391:288.67,0,,45,9,0.2,5.432896751148164,0.9774576271186441,0.9819513025710882
T00939,2023-01-29,Medical Supplies,Central,negotiated,V0195,V0078|V0195|V0264|V0364,4,557.47,595.68,490.97,1,500.7,520.19,13,V0078:527.49|V0195:490.97|V0264:565.55|V0364:570.65,0,,64,8,0.125,3.8925504293988547,0.8807110696539724,0.8242177007789419
T01136,2023-01-29,Transport,West,open,V0207,V0013|V0207|V0225|V0245|V0283|V0341|V0395,7,464.42,442.74,419.63,1,424.3,440.4,34,V0013:466.63|V0207:419.63|V0225:455.21|V0245:434.84|V0283:452.36|V0341:481.80|V0395:441.41,0,,67,7,0.1044776119402985,3.794485034173926,0.9035571250161492,0.9478023219045038
T01151,2023-01-29,Construction,Central,open,V0061,V0046|V0061|V0088|V0093|V0358|V0380,6,781.65,727.21,738.01,1,738.86,740.86,26,V0046:816.45|V0061:738.01|V0088:819.22|V0093:803.67|V0358:798.91|V0380:786.44,0,,64,10,0.15625,0.27068727499120265,0.9441693852747394,1.0148512809229795
T01911,2023-01-29,Consulting,West,open,V0079,V0019|V0079|V0089|V0318,4,123.13,124.1,113.37,1,113.75,119.59,32,V0019:126.35|V0079:113.37|V0089:124.28|V0318:119.44,0,,57,14,0.24561403508771928,5.134065934065937,0.920734183383416,0.9135374697824336
T02099,2023-01-29,IT Services,East,negotiated,V0213,V0091|V0213|V0319|V0323,4,386.66,394.49,348.77,1,355.37,371.82,8,V0091:377.24|V0213:348.77|V0319:405.69|V0323:392.77,0,,49,7,0.14285714285714285,4.628978248023183,0.9020069311539853,0.8841035260716368
T02267,2023-01-29,Construction,North,negotiated,V0001,V0001|V0392,2,4601.88,4693.01,4097.77,1,4097.77,4222.91,32,V0001:4097.77|V0392:4100.57,1,high_win_rate,120,96,0.8,3.0538561217442513,0.8904556398689232,0.8731645575014757
T02479,2023-01-29,Consulting,East,open,V0288,V0134|V0183|V0203|V0248|V0288,5,177.87,175.16,157.8,1,159.67,172.23,21,V0134:177.99|V0183:171.48|V0203:180.72|V0248:160.30|V0288:157.80,0,,47,2,0.0425531914893617,7.86622408717981,0.8871647832686794,0.9008906142955013
T03323,2023-01-29,Consulting,West,open,V0395,V0042|V0202|V0220|V0395,4,126.2,134.56,111.99,1,111.09,119.21,8,V0042:127.10|V0202:119.33|V0220:119.91|V0395:111.99,0,,55,11,0.2,7.309388783868926,0.8874009508716323,0.8322681331747919
T03621,2023-01-29,Consulting,South,open,V0342,V0026|V0208|V0226|V0301|V0342|V0385,6,142.38,136.99,126.0,1,127.66,133.26,35,V0026:145.74|V0208:141.11|V0226:139.10|V0301:127.06|V0342:126.00|V0385:128.69,0,,70,14,0.2,4.3866520444931805,0.8849557522123894,0.919775166070516
T03688,2023-01-29,Consulting,West,open,V0327,V0086|V0110|V0175|V0245|V0327|V0370|V0391,7,210.42,196.43,186.66,1,189.23,189.31,6,V0086:219.39|V0110:198.37|V0175:204.95|V0245:219.65|V0327:186.66|V0370:219.03|V0391:189.70,0,,75,10,0.13333333333333333,0.04227659462030994,0.8870829769033363,0.9502621799114188
T04376,2023-01-29,Transport,West,open,V0130,V0130|V0173|V0295|V0318,4,1264.69,1283.62,1175.77,1,1178.86,1176.67,30,V0130:1175.77|V0173:1258.08|V0295:1258.56|V0318:1311.55,0,,66,16,0.24242424242424243,-0.1857726956551098,0.929690279831421,0.9159798071080227
T04381,2023-01-29,Construction,East,restricted,V0007,V0006|V0007|V0008,3,788.25,757.69,744.83,1,744.83,740.22,21,V0006:773.21|V0007:744.83|V0008:759.02,1,similar_bidding,115,38,0.33043478260869563,-0.6189331793832168,0.9449159530605773,0.9830273594741913
T04695,2023-01-29,Transport,East,open,V0113,V0051|V0065|V0113|V0171|V0194|V0232|V0284|V0351,8,898.84,931.27,793.38,1,797.01,804.8,11,V0051:907.64|V0065:934.40|V0113:793.38|V0171:829.18|V0194:941.97|V0232:827.99|V0284:890.57|V0351:942.67,0,,53,10,0.18867924528301888,0.9774030438764838,0.882670998175426,0.8519333812965091
T04947,2023-01-29,Construction,South,open,V0174,V0107|V0174|V0369,3,4541.79,4200.68,4014.99,1,4075.62,4113.39,34,V0107:4608.50|V0174:4014.99|V0369:4199.90,0,,65,20,0.3076923076923077,0.9267301662078515,0.8840104892564385,0.9557952521972631
T04971,2023-01-29,Consulting,East,open,V0202,V0065|V0114|V0202|V0235|V0343,5,82.07,76.53,72.94,1,74.33,80.1,30,V0065:75.05|V0114:73.65|V0202:72.94|V0235:75.46|V0343:84.17,0,,67,18,0.26865671641791045,7.762679940804515,0.8887535031071038,0.9530902913889977
T05243,2023-01-29,Construction,North,restricted,V0056,V0056|V0306|V0329,3,2645.22,2802.64,2535.33,1,2551.38,2640.19,32,V0056:2535.33|V0306:2671.42|V0329:2740.22,0,,69,9,0.13043478260869565,3.4808613377858233,0.9584571415610045,0.9046220706191306
T05627,2023-01-29,IT Services,North,negotiated,V0389,V0381|V0389,2,447.76,469.09,413.89,1,419.16,439.68,24,V0381:424.00|V0389:413.89,0,,57,7,0.12280701754385964,4.895505296306895,0.9243567982847954,0.8823253533437081
T06209,2023-01-29,Construction,West,open,V0112,V0086|V0112|V0278,3,979.02,917.08,930.42,1,946.12,977.16,32,V0086:983.45|V0112:930.42|V0278:947.61,0,,57,8,0.14035087719298245,3.280767767302241,0.9503585217870932,1.0145461682732149
T06810,2023-01-29,IT Services,Central,open,V0087,V0082|V0087|V0163,3,388.33,381.71,344.48,1,341.59,338.95,32,V0082:355.12|V0087:344.48|V0163:355.93,0,,57,12,0.21052631578947367,-0.7728563482537506,0.887080575798934,0.9024652222891725
T06974,2023-01-29,Medical Supplies,West,open,V0287,V0042|V0287|V0343|V0364|V0398,5,511.44,546.61,460.03,1,467.89,490.1,28,V0042:466.44|V0287:460.03|V0343:490.53|V0364:536.70|V0398:528.77,0,,68,13,0.19117647058823528,4.746842206501536,0.8994798998905051,0.8416055322807852
